0.526808,0.4,0.522347,0.309718,0.700891,2
0.40496,0.4,0.383068,0.378522,0.616554,2
0.570026,0.4,0.586182,0.391997,0.740495,6
0.437001,0.4,0.401183,0.632299,0.646122,6
0.505727,0.200001,0.470581,0.371172,0.683706,6
0.394561,0.4,0.349746,0.450592,0.613165,5
0.478913,0.4,0.450564,0.440996,0.66096,5
0.453553,0.6,0.423119,0.464884,0.649294,5
0.416034,0.4,0.403037,0.299102,0.627525,7
0.414825,0.45,0.393579,0.4853,0.644123,7
0.453099,0.599997,0.426196,0.611474,0.645101,7
0.673847,0.4,0.650935,0.696611,0.771258,1
0.725278,0.55,0.71245,0.546754,0.800565,1
0.784082,0.4,0.773301,0.592181,0.820899,1
0.80577,0.4,0.800017,0.639241,0.832414,3
0.840792,0.3,0.837879,0.615149,0.822768,3
0.839588,0.4,0.820687,0.615557,0.81801,3
0.825364,0.4,0.797394,0.573295,0.81134,4
0.793936,0.549999,0.775084,0.669865,0.802846,4
0.746819,0.4,0.729179,0.615149,0.783923,4
0.392813,0.549997,0.351348,0.597591,0.686574,2
0.375688,0.549998,0.307108,0.618007,0.631154,2
0.32424,0.699999,0.259582,0.639036,0.618662,2
0.476104,0.600002,0.432563,0.657615,0.676581,6
0.425184,0.6,0.37758,0.686198,0.669563,6
0.510926,0.4,0.475718,0.686607,0.683098,6
0.781091,0.4,0.758194,0.639649,0.797197,5
0.704441,0.6,0.674574,0.594528,0.792266,5
0.653402,0.4,0.632127,0.602491,0.789507,5
0.830864,0.4,0.855645,0.401184,0.875994,7
0.604082,0.400002,0.579611,0.573295,0.740734,7
0.714703,0.250002,0.701442,0.591058,0.792983,7
0.583035,0.45,0.5746,0.196407,0.819531,1
0.552458,0.599998,0.539652,0.376072,0.826439,1
0.57657,0.350001,0.551576,0.422009,0.81927,1
0.639234,0.6,0.59487,0.536954,0.820791,3
0.824212,0.75,0.777241,0.416497,0.8738,3
0.50092,0.3,0.465952,0.416701,0.756919,4
0.459899,0.4,0.444186,0.272764,0.766348,4
0.486201,0.2,0.47453,0.535525,0.769802,4
0.471943,0.375,0.465003,0.403838,0.765197,2
0.487354,0.250002,0.480863,0.27011,0.769563,2
0.574726,0.4,0.548192,0.687832,0.814382,2
0.611104,0.4,0.586161,0.553899,0.812579,6
0.500267,0.35001,0.476508,0.554308,0.764805,6
0.610485,0.3,0.602919,0.480604,0.814577,6
0.449755,0.4,0.413101,0.297468,0.7607,5
0.539727,0.2,0.506695,0.631278,0.783793,5
0.56129,0.2,0.567374,0.408126,0.809168,5
0.399772,0.25,0.382824,0.54512,0.733044,7
0.49891,0.4,0.50266,0.55635,0.77091,7
0.514082,0.2,0.517606,0.577174,0.764871,7
0.221265,0.4,0.175176,0.49755,0.664892,1
0.38582,0.25,0.348966,0.549612,0.751249,1
0.271112,0.5,0.240251,0.516333,0.70365,1
0,0.6,0.0764297,0.578808,0.691462,3
0.137021,0.5,0.149984,0.493263,0.685444,3
0.14705,0.3,0.203299,0.472438,0.718292,3
0.291597,0.6,0.240095,0.500817,0.663893,4
0.279956,0.4,0.224024,0.594324,0.658397,4
0.392013,0.5,0.348537,0.537771,0.691158,4
0.0981053,0.45,0.0647726,0.588199,0.593265,2
0.0785172,0.2,0.0255314,0.60882,0.575016,2
0.191954,0.274999,0.158214,0.517354,0.649403,2
0.143565,0.7,0.111001,0.486933,0.648338,6
0.113715,0.4,0.0908677,0.429155,0.638692,6
0.0807253,0.200002,0.0562157,0.465496,0.598544,6
0.13131,0.4,0.085598,0.486321,0.610167,5
0.125339,0.449999,0.0792359,0.501633,0.625353,5
0.118318,0.4,0.0839476,0.488567,0.635803,5
0.143389,0.425,0.129005,0.413434,0.655246,7
0.171889,0.2,0.144766,0.420172,0.651749,7
0.19713,0.6,0.181161,0.36321,0.679231,7
0.277668,0.499999,0.210725,0.584933,0.526917,1
0.266895,0.6,0.197502,0.664149,0.534586,1
0.251076,0.799999,0.182627,0.557779,0.539061,1
0.238367,0.6,0.174103,0.627807,0.528916,3
0.258619,1,0.196552,0.631482,0.523398,3
0.256633,0.4,0.194908,0.511842,0.521095,3
0.22504,0.725,0.133742,0.595958,0.530393,4
0.186516,0.6,0.132717,0.508575,0.516511,4
0.219335,0.6,0.165871,0.482238,0.526809,4
0.427721,0.799999,0.372145,0.527562,0.631827,2
0.418912,0.6,0.369159,0.570845,0.630871,2
0.403921,0.6,0.342564,0.481217,0.600326,2
0.300094,0.6,0.24712,0.5,0.580035,6
0.326374,0.6,0.269389,0.500613,0.592548,6
0.368315,0.6,0.312056,0.437526,0.602042,6
0.256757,0.6,0.190256,0.62842,0.543689,5
0.256945,0.6,0.200476,0.61127,0.539518,5
0.201086,0.7,0.146849,0.553083,0.513969,5
0.232435,0.4,0.166878,0.64414,0.527395,7
0.270885,0.724998,0.194503,0.654145,0.528003,7
0.249589,0.4,0.1893,0.627807,0.531371,7
0.903893,0.3,0.921556,0.159657,0.974147,1
0.849981,0.5,0.836897,0.319927,0.92998,1
0.874229,0.4,0.864383,0.156595,0.929611,1
0.826119,0.1,0.823481,0.332789,0.922768,3
1,0.574972,0.997682,0.184361,0.981143,3
0.835155,0.4,0.819774,0.391997,0.919922,3
0.862304,0.6,0.861485,0.195182,0.945622,4
0.279133,0.5,0.237623,0.419559,0.653595,4
0.151001,0.574999,0.0964533,0.373622,0.556615,4
0.284252,0.599998,0.256752,0.304206,0.624441,4
0.789611,0.599998,0.776374,0.497754,0.836454,2
0.823678,0.375,0.804712,0.568191,0.888985,2
0.90849,0.4,0.895908,0.512454,0.924332,2
0.31374,0.3,0.291663,0.44998,0.682859,6
0.355164,0.5,0.307153,0.315231,0.657593,6
0.37415,0.425,0.333038,0.263169,0.653139,6
0.778389,0.4,0.797221,0.0998368,0.897589,5
0.829791,0.4,0.851077,0.054308,0.934173,5
0.931978,0.5,0.925764,0.350347,0.980361,5
0.972982,0.5,1,0.0671704,1,7
0.806463,0.2,0.818057,0.291548,0.915859,7
0.898869,0.3,0.904037,0.56717,0.953444,7
0.898869,0.3,0.904037,0.56717,0.953444,7
