0.394959,0.574998,0.39483,0.150265,0.639539,1
0.419451,0.6,0.39375,0.562883,0.628199,1
0.363598,0.4,0.321099,0.647611,0.597632,1
0.459842,0.4,0.420138,0.427521,0.664002,3
0.43296,0.6,0.374848,0.653124,0.612991,3
0.433987,0.4,0.41328,0.226215,0.640778,3
0.404926,0.4,0.349447,0.706207,0.625831,4
0.461857,0.225,0.434729,0.250102,0.648468,4
0.439743,0.6,0.408235,0.146795,0.655855,4
0.223286,0.250002,0.201339,0.243773,0.556007,4
0.466977,0.6,0.419358,0.4902,0.666696,2
0.499069,0.4,0.45224,0.324826,0.645144,2
0.44971,0.712517,0.420291,0.555329,0.634977,2
0.361396,0.525,0.303479,0.4657,0.62985,2
0.550727,0.4,0.5084,0.24561,0.710298,6
0.551459,0.6,0.522732,0.24214,0.709342,6
0.430882,0.6,0.405186,0.0996325,0.647382,6
0.516165,0.550029,0.475945,0.504288,0.666891,5
0.528006,0.549998,0.474855,0.443242,0.671345,5
0.509893,0.6,0.478746,0.234177,0.652118,5
0.469928,0.4,0.465577,0.190894,0.646948,7
0.597271,0.6,0.576155,0.586362,0.704388,7
0.494795,0.2,0.457129,0.662719,0.671149,7
0.143735,0.6,0.0892575,0.435688,0.535759,1
0.193838,0.4,0.1331,0.255819,0.537237,1
0.0878033,0.499998,0,0.474071,0.473365,1
0.199094,0.6,0.12664,0.735198,0.56952,3
0.190938,0.35,0.116564,0.502246,0.582272,3
0.258506,0.300011,0.185173,0.470804,0.581816,3
0.224812,0.299997,0.149561,0.436096,0.567217,3
0.138332,0.6,0.0644596,0.389751,0.561482,4
0.186981,0.2,0.135869,0.367089,0.586009,4
0.341717,0.6,0.296986,0.364843,0.576841,4
0.0983949,0.6,0.0393759,0.391384,0.519031,2
0.155025,0.4,0.087664,0.691711,0.533869,2
0.154878,0.6,0.0811675,0.40343,0.532696,2
0.170362,0.55,0.110999,0.384851,0.49874,6
0.140631,0.525,0.0939409,0.281339,0.493743,6
0.141726,0.6,0.0958932,0.323397,0.482272,6
0.158277,0.4,0.0892726,0.469988,0.529611,5
0.112642,0.4,0.0519961,0.361372,0.521899,5
0.148526,0.6,0.0827067,0.538587,0.540235,5
0.1316,0.599999,0.0494051,0.606166,0.531849,7
0.147368,0.25,0.0834117,0.243569,0.51347,7
0.0632996,0.474997,0.0135759,0.293793,0.53237,7
0.615406,0.6,0.558906,0.549204,0.753248,1
0.599019,0.55,0.588283,0.377909,0.753921,1
0.474248,0.7,0.452143,0.332789,0.713773,1
0.596033,0.5,0.596645,0.462842,0.80982,3
0.604536,0.4,0.620024,0.444875,0.80013,3
0.643894,0.4,0.642612,0.368926,0.818835,4
0.538535,0.599998,0.547591,0.488771,0.791571,4
0.588172,0.8,0.60283,0.286444,0.809624,4
0.520599,0.799998,0.483391,0.424255,0.716142,2
0.584897,0.675003,0.557207,0.183544,0.764067,2
0.588167,0.65,0.564062,0.42548,0.769411,2
0.637906,0.4,0.585044,0.607799,0.816837,2
0.758903,0.849999,0.728118,0.164761,0.841842,6
0.725987,0.70001,0.706512,0.243569,0.826591,6
0.652244,0.6,0.609643,0.50735,0.776081,6
0.601505,0.6,0.553952,0.574929,0.764371,5
0.666843,0.6,0.622322,0.631482,0.803128,5
0.528176,0.799991,0.510466,0.0963661,0.751271,5
0.553083,0.6,0.50637,0.584116,0.787334,5
0.612721,0.62501,0.598284,0.185994,0.763589,7
0.592395,0.225002,0.563702,0.560637,0.757962,7
0.588524,0.8,0.563394,0.293589,0.769672,7
0.737351,0.4,0.730817,0.44998,0.851141,1
0.237515,0.6,0.190121,0.552062,0.59874,1
0.745218,0.550003,0.708501,0.428746,0.87519,1
0.762445,0.7,0.763336,0.39363,0.880839,3
0.720658,0.512464,0.70516,0.48285,0.83539,3
0.625759,0.4,0.600667,0.594937,0.858896,3
0.747046,0.4,0.734828,0.571049,0.882077,4
0.795008,0.4,0.791201,0.593303,0.9,4
0.662603,0.4,0.681894,0,0.869542,4
0.729098,0.2,0.708925,0.483054,0.833869,2
0.729535,0.4,0.688963,0.56472,0.849142,2
0.704322,0.400009,0.736241,0.306248,0.885922,6
0.745031,0.2,0.758366,0.519804,0.889116,6
0.7572,0.4,0.749006,0.596774,0.866739,6
0.722128,0.399991,0.730555,0.31666,0.864284,5
0.694899,0,0.694138,0.623316,0.842994,5
0.767139,0.4,0.741723,0.665986,0.889203,5
0.738577,0.0999978,0.737217,0.494692,0.85164,7
0.756593,0.4,0.737551,0.396897,0.867912,7
0.844998,0.2,0.853609,0.4657,0.910732,7
0.631021,0.6,0.596603,0.335239,0.708951,1
0.59315,0.4,0.544199,0.401184,0.70328,1
0.607181,0.4,0.565516,0.545529,0.697197,1
0.633235,0.6,0.596481,0.531237,0.753248,3
0.610388,0.6,0.558751,0.553083,0.704562,3
0.58291,0.637502,0.552465,0.329114,0.726222,3
0.465041,0.4,0.459116,0.403226,0.688616,4
0.470484,0.4,0.463739,0.468559,0.704714,4
0.506692,0.449999,0.48082,0.558187,0.674017,4
0.544642,0.4,0.533165,0.39363,0.702498,2
