media	mediana	desviacion	min	max
0.0915973	0.00762692	0.424098	0	1	
0.540473	0.507905	0.336674	0.474795	0.845783	
0.47519	0.449631	0.351553	0.279015	0.844425	
0.459249	0.43537	0.389496	0.216882	0.787875	
0.392225	0.366807	0.364787	0.12544	0.698481	
0.511725	0.484389	0.449059	0.171747	0.881714	
0.545369	0.526932	0.46497	0.194021	0.979998	
0.542073	0.51005	0.420167	0.259672	0.986789	
0.561949	0.535394	0.467577	0.137163	0.983084	
0.570216	0.549138	0.479473	0.154748	0.941474	
0.516468	0.499642	0.460006	0.187573	0.83072	
0.505317	0.486891	0.377312	0.273154	0.809977	
0.474774	0.450266	0.340779	0.254396	0.803124	
0.50587	0.475729	0.327708	0.358734	0.849179	
0.243969	0.15667	0.44819	0	0.668848	
0.324861	0.194486	0.594477	0	0.817261	
0.395309	0.15655	0.786263	0	0.995679	
0.401051	0.252721	0.71329	0.0117233	0.989999	
0.30722	0.0850083	0.673353	0	0.989937	
0.297842	0.180543	0.546528	0.00937866	0.980862	
0.272831	0.166799	0.54659	0	0.99358	
0.32428	0.139708	0.660276	0	0.989628	
0.408072	0.308731	0.692665	0.0052755	0.868996	
0.359358	0.230794	0.679651	0	0.862205	
0.356651	0.270676	0.615552	0	0.798308	
0.282688	0.223405	0.476646	0	0.643968	
0.0864887	0.0261381	0.307042	0	0.977405	
0.186976	0.0262175	0.490005	0	0.919496	
0.147819	0.0222452	0.496928	0	0.933572	
0.171618	0.0247875	0.501501	0	0.834794	
0.112536	0.0590689	0.35027	0.0832356	0.998827	
0.221997	0.0470327	0.619545	0	0.997839	
0.136529	0.0384524	0.483195	0	0.976787	
0.170608	0.0433781	0.507941	0	0.920114	
0.259673	0.140343	0.521543	0	0.735399	
0.259475	0.100183	0.547764	0	0.784665	
0.268858	0.0478271	0.62655	0	0.927522	
0.327856	0.107651	0.686853	0	0.982097	
0.194113	0.0255422	0.529774	0	0.992036	
0.12618	0.0246683	0.411586	0	0.999753	
0.124034	0.0392468	0.4095	0	1	
0.12765	0.0439342	0.405643	0	1	
0.169933	0.0413522	0.494982	0	0.993827	
0.316531	0.060777	0.712002	0.000586166	0.987159	
0.275382	0.0546596	0.673798	0	0.97333	
0.273707	0.0583936	0.614721	0	0.891098	
0.240439	0.082903	0.508913	0	0.743857	
0.357338	0.337332	0.382691	0.0328253	0.680084	
0.437153	0.410781	0.538702	0.0568581	0.840721	
0.446272	0.398189	0.659904	0.0269637	0.852821	
0.482747	0.451895	0.575734	0.0550996	0.880232	
0.43788	0.402002	0.588621	0.0339977	0.978022	
0.461393	0.419004	0.508251	0.0679953	0.99963	
0.439241	0.380631	0.616317	0.042204	0.98827	
0.494399	0.447207	0.599725	0.0410317	0.983578	
0.367288	0.281481	0.559952	0.0128957	0.817632	
0.398488	0.352228	0.49838	0.134818	0.819114	
0.325051	0.296695	0.356561	0.0621336	0.689097	
0.372315	0.350957	0.296619	0.23388	0.69774	
0.553627	0.522483	0.346263	0.53517	0.873935	
0.434331	0.412966	0.29807	0.354045	0.736758	
0.527125	0.501907	0.365159	0.338218	0.887517	
0.581608	0.550409	0.404426	0.377491	0.922213	
0.522256	0.489314	0.331905	0.597304	0.821953	
0.522256	0.489314	0.331905	0.597304	0.821953	
0.105385	0.00691189	0.456966	0	1	
0.565872	0.534559	0.315265	0.44197	0.801951	
0.480659	0.466434	0.323279	0.28136	0.750525	
0.461917	0.449432	0.35691	0.221571	0.715027	
0.404849	0.400493	0.346186	0.201055	0.623781	
0.540918	0.519941	0.436919	0.214537	0.818558	
0.592774	0.564471	0.474799	0.161196	0.946845	
0.583149	0.555454	0.434444	0.259672	0.893752	
0.604751	0.582982	0.504583	0.13306	0.910359	
0.606279	0.597045	0.511856	0.222743	0.855846	
0.531305	0.530666	0.474911	0.218054	0.823929	
0.517389	0.51013	0.373535	0.280188	0.790098	
0.479769	0.466275	0.323827	0.295428	0.733547	
0.514674	0.494478	0.298782	0.348183	0.800346	
0.240319	0.1896	0.415238	0	0.638412	
0.321668	0.247001	0.553448	0.00117233	0.690085	
0.407292	0.211488	0.771957	0.00762016	0.971725	
0.41983	0.269286	0.737344	0.0134818	0.934498	
0.339103	0.102407	0.725054	0.0017585	0.987838	
0.343739	0.217605	0.607784	0.014068	0.996481	
0.320893	0.189084	0.608535	0	0.931905	
0.373407	0.150473	0.755089	0	0.9929	
0.453878	0.33328	0.787968	0	0.958266	
0.376719	0.228807	0.720546	0	0.866589	
0.35818	0.27592	0.620462	0	0.761082	
0.294256	0.248788	0.504441	0	0.814854	
0.107602	0.0268531	0.45109	0	0.999568	
0.206517	0.0273298	0.570465	0	0.998827	
0.143669	0.0229999	0.503755	0	0.973207	
0.153578	0.0265353	0.465828	0	0.813372	
0.127582	0.0640343	0.408569	0.0973036	1	
0.237912	0.0492572	0.652732	0	1	
0.146401	0.0386907	0.497563	0	0.964749	
0.16895	0.0459998	0.481517	0	0.91289	
0.234469	0.121911	0.485874	0	0.753179	
0.24883	0.0738857	0.542463	0	0.738857	
0.27431	0.0400413	0.660539	0	0.905667	
0.362627	0.112179	0.776496	0	0.999938	
0.219607	0.0268928	0.604286	0	0.978084	
0.149201	0.0265353	0.433137	0	0.968515	
0.144787	0.039366	0.416802	0	0.989752	
0.141589	0.0475491	0.40676	0.00117233	0.960304	
0.18114	0.0444903	0.508092	0	0.981356	
0.329416	0.0737666	0.730061	0.00234467	0.999815	
0.277229	0.057043	0.662747	0.0052755	0.996913	
0.268305	0.064948	0.574579	0	0.802568	
0.228099	0.094542	0.460918	0	0.682183	
0.348262	0.322555	0.369692	0.0117233	0.72651	
0.448217	0.451259	0.546868	0.0117233	0.769725	
0.478438	0.450584	0.703938	0.0181712	0.863563	
0.53187	0.490864	0.638439	0.0328253	0.880109	
0.491221	0.451498	0.665066	0.0275498	0.945302	
0.525621	0.493843	0.582047	0.0650645	0.99821	
0.481537	0.412131	0.66661	0.017585	0.997345	
0.522752	0.480098	0.61887	0.0474795	0.896284	
0.377669	0.316517	0.55779	0.0234467	0.754291	
0.394921	0.371455	0.486121	0.0679953	0.719225	
0.315531	0.282275	0.34538	0.0222743	0.683479	
0.387025	0.369588	0.299583	0.350528	0.71694	
0.587713	0.560022	0.336466	0.897421	0.832695	
0.579504	0.557957	0.369796	0.760844	0.840598	
0.471805	0.449352	0.30699	0.357562	0.6828	
0.584382	0.552475	0.379036	0.498828	0.86591	
0.613858	0.5862	0.393084	0.711606	0.910977	
0.547498	0.52153	0.314159	0.813599	0.826892	
0.547498	0.52153	0.314159	0.813599	0.826892	
0.0514942	0.00238341	0.276541	0	0.902087	
0.502703	0.478033	0.345729	0.112544	0.751204	
0.464812	0.453643	0.340577	0.111372	0.669465	
0.437685	0.427743	0.376148	0.10551	0.645512	
0.379635	0.36931	0.374237	0.0451348	0.57859	
0.49727	0.488798	0.48731	0.098476	0.816459	
0.510032	0.496544	0.501432	0.107855	0.905914	
0.496813	0.47275	0.44438	0.126612	0.841092	
0.513283	0.488162	0.471799	0.109027	0.866403	
0.545881	0.529395	0.476161	0.103165	0.853192	
0.482989	0.47843	0.418943	0.0961313	0.781825	
0.496108	0.490268	0.357416	0.137749	0.76281	
0.478747	0.467665	0.315695	0.152403	0.704902	
0.511726	0.494598	0.322487	0.145369	0.742684	
0.269891	0.224597	0.417325	0	0.571799	
0.331735	0.255422	0.564278	0	0.64971	
0.387672	0.187773	0.73904	0	0.907273	
0.374867	0.236196	0.677989	0	0.876652	
0.244703	0.0529515	0.540023	0	0.979257	
0.192199	0.0669739	0.428554	0	0.956476	
0.152598	0.0315008	0.397133	0	0.991789	
0.232222	0.0470724	0.539443	0	0.976911	
0.345768	0.212958	0.642447	0	0.846339	
0.315842	0.146699	0.645244	0	0.781393	
0.326686	0.247557	0.570678	0	0.693419	
0.250903	0.215341	0.37969	0	0.491789	
0.0592129	0.0189481	0.278595	0	0.992839	
0.149624	0.0177961	0.447505	0	0.877825	
0.125948	0.0163661	0.448846	0	0.999876	
0.15958	0.0185906	0.46662	0	0.748734	
0.0679542	0.0442123	0.23292	0.0445486	1	
0.165041	0.0359101	0.504105	0	1	
0.0996769	0.0268928	0.381562	0	0.939684	
0.156546	0.0362279	0.46476	0	0.83109	
0.234354	0.127036	0.473286	0	0.604087	
0.232998	0.0750775	0.511337	0	0.657489	
0.22426	0.0238738	0.564861	0	0.773799	
0.261343	0.0500119	0.607617	0	0.838622	
0.113099	0.0136649	0.366513	0	0.900729	
0.040141	0.0136252	0.189547	0	0.952895	
0.0243377	0.0147772	0.129053	0	0.911718	
0.0399148	0.0257408	0.135444	0	0.509322	
0.0890885	0.0290776	0.296296	0	0.93135	
0.267213	0.0476285	0.608183	0	0.96907	
0.246944	0.0422658	0.601458	0	1	
0.269043	0.0821482	0.572296	0	0.743672	
0.248638	0.146898	0.479409	0	0.676689	
0.364768	0.352824	0.315956	0.113716	0.592604	
0.432809	0.417494	0.470076	0.0785463	0.766638	
0.412436	0.353817	0.5917	0.0293083	0.798741	
0.441196	0.420354	0.545232	0.031653	0.825472	
0.355937	0.302097	0.530515	0	0.879368	
0.400657	0.361087	0.513559	0.0128957	0.966971	
0.371382	0.31747	0.590903	0	0.838313	
0.455642	0.406292	0.602768	0.024619	0.87412	
0.378619	0.320847	0.56747	0.00996483	0.685517	
0.40013	0.386987	0.472166	0.0762016	0.661069	
0.336121	0.316994	0.317367	0.0838218	0.537042	
0.397113	0.390959	0.273758	0.117233	0.61236	
0.533821	0.51001	0.342059	0.131301	0.771824	
0.524791	0.505124	0.372421	0.119578	0.760156	
0.409695	0.391634	0.315508	0.0820633	0.637116	
0.511506	0.486573	0.405213	0.158265	0.817941	
0.559294	0.545483	0.429877	0.164127	0.85171	
0.514423	0.500755	0.347872	0.116061	0.749722	
0.514423	0.500755	0.347872	0.116061	0.749722	
0.0537779	0.0027012	0.288966	0	0.933263	
0.611036	0.565901	0.41468	0.2966	0.881899	
0.544065	0.518948	0.415597	0.287222	0.942894	
0.510105	0.477556	0.444759	0.178195	0.932893	
0.435167	0.408517	0.420924	0.133646	0.741141	
0.569202	0.524787	0.540277	0.14068	0.931473	
0.608861	0.551323	0.588398	0.12837	0.998395	
0.617579	0.560261	0.553915	0.1483	0.964564	
0.638902	0.603956	0.601809	0.10551	0.99716	
0.662403	0.637245	0.595266	0.19109	0.998148	
0.602891	0.585008	0.540697	0.198124	0.997654	
0.588782	0.566219	0.437623	0.26143	0.984072	
0.558665	0.54171	0.388905	0.277843	0.855291	
0.585133	0.56602	0.387803	0.443728	0.900111	
0.280289	0.205212	0.489389	0	0.693542	
0.351289	0.243465	0.639434	0	0.950858	
0.398873	0.177564	0.796311	0	1	
0.412659	0.24998	0.769137	0	0.999012	
0.270586	0.0611742	0.661221	0	0.999876	
0.236974	0.110829	0.499261	0	0.960736	
0.230612	0.0981965	0.517762	0	0.964872	
0.353563	0.154604	0.743266	0	1	
0.475062	0.382617	0.804759	0	0.987776	
0.405433	0.283983	0.754834	0	0.9495	
0.40982	0.340152	0.686617	0	0.868008	
0.29954	0.245054	0.472491	0	0.681072	
0.0846179	0.0255819	0.375072	0	1	
0.195583	0.0260189	0.576768	0	1	
0.139228	0.0222452	0.50897	0	0.999876	
0.170492	0.0260984	0.516235	0	0.92888	
0.0790203	0.0597839	0.230241	0.073857	1	
0.18691	0.0468738	0.568694	0	1	
0.111099	0.037499	0.391713	0	0.995185	
0.166595	0.0465957	0.476028	0	0.89795	
0.280394	0.164296	0.574606	0	0.824052	
0.276024	0.123381	0.603318	0	0.795283	
0.281939	0.0489791	0.69581	0	0.971602	
0.359568	0.117621	0.776251	0	1	
0.175581	0.0237547	0.538607	0	0.999444	
0.0623727	0.022126	0.206418	0	0.653291	
0.033746	0.0235163	0.0861866	0	0.455735	
0.0524981	0.0384524	0.137029	0	0.589702	
0.116374	0.0393263	0.380735	0	0.997098	
0.300401	0.0620879	0.708465	0	1	
0.259777	0.0562485	0.64652	0	0.999383	
0.283304	0.0792882	0.630869	0	0.923447	
0.264994	0.110034	0.558452	0	0.80831	
0.433085	0.392826	0.4163	0.049238	0.787628	
0.518956	0.496743	0.583494	0.0468933	0.911347	
0.523953	0.489632	0.760129	0.003517	0.991851	
0.570412	0.533328	0.707993	0.0304807	0.999012	
0.504783	0.450504	0.728882	0	0.999753	
0.520572	0.460713	0.669541	0.0257913	1	
0.464402	0.363709	0.735143	0.00468933	1	
0.53833	0.470326	0.70745	0.103165	0.997592	
0.405515	0.316994	0.627167	0.0404455	0.924065	
0.450672	0.402677	0.567169	0.121336	0.907828	
0.378786	0.339795	0.415178	0.063306	0.68848	
0.463433	0.450465	0.366892	0.243845	0.7596	
0.656017	0.62354	0.43179	0.694607	0.989011	
0.652494	0.619846	0.473221	0.475381	0.996419	
0.511045	0.472948	0.397312	0.320047	0.767379	
0.623596	0.562445	0.49419	0.309496	0.918755	
0.671785	0.614364	0.516073	0.283705	0.966169	
0.601846	0.565981	0.415288	0.526377	0.940054	
0.601846	0.565981	0.415288	0.526377	0.940054	
0.113606	0.028442	0.474981	0	1	
0.422246	0.353063	0.4475	0.0017585	1	
0.415681	0.356161	0.468243	0	1	
0.392122	0.347342	0.479445	0	1	
0.321697	0.28156	0.425034	0	0.999259	
0.385203	0.32041	0.504267	0	0.992221	
0.384033	0.315246	0.497506	0	0.953575	
0.371634	0.325653	0.450096	0.00410317	0.966786	
0.381383	0.32907	0.477002	0.0017585	0.972528	
0.427165	0.359935	0.53374	0.00117233	0.998889	
0.406061	0.349805	0.524257	0	1	
0.419612	0.357512	0.487527	0.00234467	1	
0.41546	0.350203	0.456961	0.00586166	0.993147	
0.44147	0.358783	0.466872	0	0.999074	
0.256055	0.190037	0.45409	0	0.932831	
0.310135	0.19397	0.561074	0	0.990369	
0.355186	0.143124	0.727105	0	1	
0.337072	0.177087	0.697329	0	1	
0.222463	0.0521173	0.589867	0	0.999383	
0.16439	0.064948	0.38234	0	0.99963	
0.139741	0.0475093	0.350206	0	0.998457	
0.208708	0.0567252	0.532315	0	0.999506	
0.321473	0.188568	0.663704	0	0.999753	
0.323878	0.113133	0.709619	0	0.99963	
0.319811	0.208032	0.604718	0	0.991851	
0.276871	0.210733	0.495472	0	0.974441	
0.10294	0.0278065	0.428816	0.003517	1	
0.193073	0.0252244	0.614355	0	1	
0.201114	0.0238341	0.693414	0	1	
0.231638	0.023278	0.72294	0	1	
0.0831961	0.0417891	0.314227	0	1	
0.196388	0.0468738	0.582467	0	1	
0.148165	0.0397235	0.508487	0	1	
0.215921	0.0429014	0.682	0	1	
0.256429	0.110749	0.548961	0	0.979627	
0.255427	0.0439342	0.600226	0	0.993086	
0.280406	0.0319377	0.731812	0	1	
0.280737	0.0413125	0.719036	0	1	
0.13972	0.022563	0.467317	0	0.999012	
0.0670861	0.0230794	0.233771	0	0.958266	
0.0668839	0.0334075	0.233144	0	0.973145	
0.0699349	0.0370223	0.225176	0	0.969502	
0.11298	0.0387702	0.396571	0	1	
0.273237	0.0558115	0.702999	0	1	
0.261513	0.0579566	0.656166	0	1	
0.27743	0.0608167	0.640447	0	0.999197	
0.253012	0.110829	0.537464	0	0.972466	
0.338931	0.279137	0.442275	0	0.969996	
0.397136	0.357114	0.5667	0	0.999506	
0.386857	0.310241	0.663033	0.00117233	0.999012	
0.36422	0.288075	0.570086	0	0.999815	
0.283072	0.208628	0.491842	0	0.976787	
0.279541	0.224756	0.442046	0	0.975121	
0.29663	0.192381	0.554997	0	0.991357	
0.387209	0.29741	0.61716	0	0.997901	
0.335248	0.26297	0.571873	0	0.965119	
0.354119	0.320013	0.503337	0	0.998395	
0.305994	0.260785	0.404033	0	0.894555	
0.362945	0.302375	0.413514	0	0.980245	
0.465609	0.389688	0.484349	0.00468933	1	
0.42833	0.362278	0.475691	0.0087925	1	
0.325429	0.278263	0.370175	0	0.972651	
0.395685	0.339279	0.449965	0.003517	0.98469	
0.458771	0.393303	0.514313	0.003517	1	
0.438551	0.370025	0.472033	0	1	
0.438551	0.370025	0.472033	0	1	
0.0909534	0.00897752	0.424466	0	1	
0.624846	0.603043	0.435107	0.415006	0.962712	
0.584566	0.564868	0.427159	0.323564	0.952895	
0.556822	0.534361	0.470433	0.236811	0.889554	
0.463558	0.450703	0.44002	0.173505	0.802692	
0.589078	0.579566	0.54334	0.209848	0.997037	
0.609328	0.592119	0.564577	0.185229	0.993703	
0.58968	0.562048	0.52529	0.200469	0.999259	
0.593703	0.570787	0.584146	0.249707	0.99963	
0.622814	0.604433	0.612771	0.281946	0.994012	
0.56811	0.540439	0.576187	0.219812	0.979751	
0.581471	0.557679	0.488706	0.320633	0.957094	
0.566152	0.545483	0.428417	0.378077	0.966354	
0.608818	0.594105	0.406197	0.438453	0.978331	
0.346132	0.307698	0.508369	0	0.693295	
0.430569	0.354254	0.696386	0	0.942277	
0.495756	0.296377	0.876896	0	1	
0.466117	0.319854	0.79145	0.00234467	0.988394	
0.320785	0.0972034	0.648013	0	0.999815	
0.238163	0.120958	0.456272	0.00468933	0.980183	
0.189732	0.0624057	0.441454	0	0.951908	
0.271688	0.0617701	0.615961	0.00234467	0.998827	
0.386646	0.178279	0.748003	0.00117233	0.995802	
0.353677	0.12505	0.723608	0	0.928757	
0.377359	0.238182	0.695945	0	0.879862	
0.315544	0.242274	0.529721	0	0.770342	
0.0666156	0.0355923	0.23305	0	0.963205	
0.157207	0.0336855	0.455017	0	0.993456	
0.120584	0.0297132	0.433421	0	0.990493	
0.161072	0.0282037	0.491987	0	0.864983	
0.0921079	0.058195	0.254749	0.0152403	0.964317	
0.245072	0.0633987	0.635347	0	1	
0.165239	0.047986	0.549312	0	1	
0.231742	0.0532295	0.627608	0	0.962465	
0.263518	0.110153	0.551816	0	0.766638	
0.250771	0.0527131	0.565626	0	0.933449	
0.245538	0.0387702	0.614751	0	0.968144	
0.29081	0.0552951	0.668929	0	0.997778	
0.134598	0.0340431	0.386263	0	0.969626	
0.0702555	0.0354334	0.209442	0	0.869861	
0.0805049	0.0477874	0.224736	0	0.897827	
0.0809547	0.0556129	0.194849	0	0.765712	
0.142138	0.0543418	0.351626	0	0.929744	
0.357105	0.0889807	0.741282	0	0.999383	
0.343416	0.0742035	0.765492	0	0.999876	
0.357196	0.140383	0.706491	0	0.963452	
0.32612	0.202947	0.595943	0	0.812569	
0.44513	0.411933	0.437935	0.0967175	0.90042	
0.502313	0.448439	0.639098	0.0996483	0.935856	
0.472745	0.345754	0.769419	0.0615475	0.970799	
0.502432	0.427465	0.690646	0.118406	0.999012	
0.408554	0.327004	0.646477	0.0293083	0.988023	
0.456403	0.410423	0.56922	0.0726846	0.990122	
0.452375	0.401605	0.676088	0.024619	0.999259	
0.557345	0.509176	0.708214	0.110199	0.995555	
0.45627	0.391356	0.673504	0.0750293	0.94629	
0.506785	0.497537	0.594655	0.0803048	0.907026	
0.434296	0.410622	0.410675	0.0498242	0.799975	
0.502612	0.488123	0.363276	0.271981	0.948451	
0.669598	0.644872	0.469895	0.623095	0.985183	
0.63902	0.615675	0.507266	0.490035	0.984998	
0.501382	0.477556	0.408357	0.397421	0.902642	
0.621802	0.591007	0.488646	0.475967	0.988764	
0.710129	0.683443	0.530655	0.582649	0.998457	
0.64663	0.628585	0.438562	0.62075	0.952772	
0.64663	0.628585	0.438562	0.62075	0.952772	
0.053468	0.00468738	0.308027	0	1	
0.545776	0.533646	0.361527	0.0240328	0.763551	
0.495538	0.490347	0.355199	0.0480656	0.678849	
0.470418	0.462104	0.394895	0.0234467	0.674157	
0.408924	0.401486	0.384225	0.000586166	0.600259	
0.536475	0.526416	0.481487	0.0164127	0.814113	
0.587629	0.578335	0.5165	0.0539273	0.932708	
0.552958	0.548105	0.460107	0.0363423	0.870107	
0.582122	0.569437	0.517513	0.0304807	0.919064	
0.595779	0.584492	0.543418	0.00762016	0.885665	
0.520941	0.509256	0.501011	0.0304807	0.744783	
0.530308	0.524946	0.42862	0.024619	0.732683	
0.500331	0.498054	0.369622	0	0.676442	
0.528638	0.516962	0.342325	0.00937866	0.682862	
0.269657	0.181854	0.453645	0	0.579146	
0.359761	0.229562	0.636628	0	0.756637	
0.450289	0.181298	0.865706	0	0.996296	
0.449664	0.284857	0.786229	0	0.964193	
0.352403	0.114682	0.722229	0	0.993765	
0.315847	0.203901	0.541599	0	0.965304	
0.278774	0.178597	0.527363	0	0.951846	
0.342939	0.138278	0.690075	0	0.955612	
0.439026	0.31608	0.764115	0	0.890419	
0.39446	0.209144	0.759366	0	0.896654	
0.378228	0.278263	0.66663	0	0.762069	
0.306405	0.238579	0.52484	0	0.671811	
0.0873848	0.0298721	0.2978	0	0.967157	
0.205852	0.0293954	0.525612	0	0.83393	
0.166563	0.0276476	0.529727	0	0.919249	
0.188356	0.0269723	0.536771	0	0.836153	
0.131822	0.052872	0.438175	0	0.999876	
0.285009	0.0522364	0.737651	0	1	
0.193103	0.0430603	0.623809	0	0.999753	
0.216644	0.051005	0.594701	0	0.930856	
0.272862	0.133709	0.542748	0	0.667366	
0.285909	0.0952173	0.601103	0	0.84813	
0.290818	0.0454437	0.673165	0	0.923447	
0.357266	0.0955748	0.743257	0	0.948698	
0.196323	0.028442	0.51399	0	0.976602	
0.109946	0.0297132	0.33607	0	0.967897	
0.109853	0.0408358	0.348381	0	0.969009	
0.135562	0.0530706	0.381028	0	0.947895	
0.199117	0.0468738	0.524074	0	0.998457	
0.374359	0.0697942	0.806066	0	0.997284	
0.339916	0.0615317	0.789325	0	0.999876	
0.31814	0.0660999	0.67346	0	0.890357	
0.268141	0.094542	0.533014	0	0.677121	
0.372228	0.356558	0.387359	0	0.676812	
0.452999	0.426789	0.584579	0.007034	0.760094	
0.467584	0.417017	0.718026	0	0.82609	
0.500463	0.462541	0.634615	0.007034	0.823559	
0.451821	0.40514	0.617493	0	0.847759	
0.494334	0.475729	0.543226	0.007034	0.88406	
0.474027	0.421149	0.644319	0	0.893814	
0.527354	0.496584	0.639092	0.00586166	0.885171	
0.41394	0.340272	0.618654	0	0.760958	
0.417207	0.383451	0.506301	0	0.696753	
0.336958	0.321006	0.326689	0.0017585	0.560933	
0.379984	0.382458	0.281107	0.007034	0.573157	
0.57666	0.563002	0.395873	0.003517	0.742499	
0.572552	0.553587	0.438113	0.0445486	0.782566	
0.467845	0.45833	0.355884	0	0.67496	
0.562389	0.552157	0.422465	0.0222743	0.826213	
0.597503	0.579805	0.437853	0.077374	0.832757	
0.551392	0.53591	0.363352	0.042204	0.728485	
0.551392	0.53591	0.363352	0.042204	0.728485	
0.0544078	0.00389291	0.326903	0	1	
0.565862	0.521411	0.404859	0.666471	0.987838	
0.51612	0.491102	0.366249	0.320633	0.900728	
0.482544	0.460118	0.421598	0.25381	0.865724	
0.404812	0.39219	0.417022	0.0791325	0.767687	
0.512585	0.493207	0.524812	0.0656506	0.987283	
0.536784	0.499642	0.557071	0.108441	0.99963	
0.52701	0.49567	0.519261	0.196952	0.988332	
0.549484	0.519186	0.582813	0.0926143	0.998457	
0.595037	0.58481	0.619655	0.101993	0.999506	
0.536161	0.532931	0.570975	0.111372	0.935918	
0.559891	0.546397	0.483666	0.220399	0.962094	
0.531039	0.505482	0.402472	0.268464	0.940055	
0.566806	0.531819	0.360411	0.599062	0.961353	
0.280585	0.193414	0.476051	0	0.637918	
0.361654	0.187177	0.658965	0	0.809359	
0.427398	0.115278	0.856398	0	0.999753	
0.400768	0.163621	0.773194	0	0.998272	
0.269941	0.0483038	0.641166	0	0.99432	
0.172247	0.0514817	0.43059	0	0.989011	
0.141047	0.0285215	0.412871	0	0.989196	
0.283642	0.0605386	0.652304	0	0.997963	
0.426708	0.280806	0.79059	0	0.99963	
0.40762	0.204179	0.782643	0	0.968638	
0.414555	0.319735	0.726547	0	0.930053	
0.331267	0.281243	0.558348	0	0.754044	
0.0715882	0.0261778	0.268283	0	0.999136	
0.200789	0.0266148	0.560445	0	1	
0.166087	0.0246286	0.544589	0	1	
0.222039	0.0259792	0.636284	0	0.931535	
0.113462	0.0501311	0.391044	0.00117233	1	
0.256997	0.0508461	0.697328	0	1	
0.189688	0.0416303	0.624713	0	1	
0.230866	0.0471121	0.653264	0	0.984072	
0.304107	0.161675	0.605218	0	0.789604	
0.310359	0.110272	0.654541	0	0.850167	
0.307541	0.0425836	0.71135	0	0.983949	
0.349686	0.0821085	0.755161	0	0.998395	
0.151481	0.0211329	0.447364	0	0.998271	
0.0462089	0.0207357	0.161532	0	0.618101	
0.0305867	0.0237944	0.061258	0	0.325966	
0.0633091	0.0427425	0.175731	0	0.656563	
0.148507	0.0438548	0.42723	0	0.998889	
0.319404	0.0550568	0.741316	0	1	
0.317629	0.0573608	0.767534	0	1	
0.311904	0.0572019	0.681919	0	0.880356	
0.275354	0.0838166	0.563356	0	0.722065	
0.403239	0.384047	0.42733	0.003517	0.80084	
0.493684	0.499841	0.658516	0.0269637	0.921719	
0.492295	0.458052	0.782308	0	0.956353	
0.489968	0.451736	0.701974	0.017585	0.965304	
0.393519	0.33769	0.651304	0	0.981973	
0.392629	0.342258	0.563169	0.0310668	0.983949	
0.374148	0.283983	0.638037	0	0.990863	
0.465133	0.410265	0.66439	0.0410317	0.987776	
0.392629	0.269087	0.647659	0.0128957	0.845351	
0.418792	0.364145	0.546498	0.0691676	0.790159	
0.350888	0.327481	0.344921	0.0293083	0.666255	
0.411124	0.385676	0.289172	0.333529	0.706013	
0.612351	0.567053	0.421642	0.491208	0.998395	
0.58406	0.555573	0.472371	0.223916	0.980615	
0.453955	0.422936	0.379067	0.192263	0.802507	
0.551554	0.511043	0.456826	0.344666	0.965304	
0.594289	0.556527	0.467002	0.339977	0.996358	
0.549299	0.508024	0.364587	0.566237	0.933696	
0.549299	0.508024	0.364587	0.566237	0.933696	
0.0797324	0.00778581	0.36101	0	1	
0.640663	0.621276	0.447181	0.22626	0.993456	
0.546802	0.527926	0.436302	0.0961313	0.842079	
0.535198	0.512155	0.493047	0.150059	0.847389	
0.461278	0.441567	0.464565	0.157093	0.788616	
0.607288	0.587114	0.588758	0.170574	0.987715	
0.646643	0.628545	0.619612	0.19109	0.999753	
0.644482	0.62501	0.570876	0.223916	1	
0.669758	0.647136	0.606158	0.203986	1	
0.690978	0.660523	0.610717	0.194607	0.999753	
0.627272	0.606658	0.572823	0.180539	0.955673	
0.610034	0.593231	0.470485	0.287808	0.946413	
0.573269	0.559943	0.418453	0.355217	0.915051	
0.612552	0.603877	0.414382	0.364596	0.92567	
0.293603	0.196234	0.521765	0	0.757254	
0.389857	0.246047	0.695428	0	0.886653	
0.459075	0.208946	0.877203	0	1	
0.47498	0.29737	0.843195	0.0164127	0.99963	
0.366581	0.119329	0.763062	0	1	
0.354592	0.2126	0.645757	0.0117233	0.996913	
0.306355	0.163184	0.606607	0	0.999444	
0.373808	0.165011	0.767192	0	1	
0.478786	0.352268	0.82793	0.00586166	0.993518	
0.425307	0.245849	0.819106	0	0.980739	
0.427294	0.341821	0.745045	0	0.909804	
0.326764	0.261222	0.561099	0	0.724781	
0.106914	0.0324144	0.41553	0	1	
0.217465	0.031461	0.585816	0	0.99821	
0.184273	0.030031	0.615356	0	1	
0.215473	0.0313021	0.635619	0	0.977899	
0.11236	0.0591086	0.376628	0.0187573	1	
0.25018	0.0585922	0.664801	0	1	
0.154296	0.0467149	0.521492	0	1	
0.193834	0.0517995	0.580108	0	0.994444	
0.303907	0.13649	0.630964	0	0.795036	
0.303483	0.0943831	0.667115	0	0.849735	
0.316317	0.0413125	0.76234	0	1	
0.377154	0.104473	0.805194	0	1	
0.210157	0.0289982	0.583881	0	0.994938	
0.133573	0.0287598	0.416375	0	0.998704	
0.15699	0.0441726	0.431816	0	1	
0.162635	0.0548185	0.440151	0	0.993826	
0.193082	0.0529117	0.532675	0	0.99963	
